VariableCode,RegionCode,YearCode,AggValue
rgdpo,TKM,1996,24873.65820312500000000
pop,TKM,1996,4.26769000000000000
rgdpo,TKM,1997,26159.09570312500000000
pop,TKM,1997,4.33599100000000000
rgdpo,TKM,1998,28277.97851562500000000
pop,TKM,1998,4.39529300000000000
rgdpo,TKM,1999,29719.58789062500000000
pop,TKM,1999,4.44942700000000000
rgdpo,TKM,2000,32461.19726562500000000
pop,TKM,2000,4.50141900000000000
rgdpo,TKM,2001,30879.33789062500000000
pop,TKM,2001,4.55176200000000000
rgdpo,TKM,2002,32209.06445312500000000
pop,TKM,2002,4.60017200000000000
rgdpo,TKM,2003,34281.97656250000000000
pop,TKM,2003,4.64803600000000000
rgdpo,TKM,2004,36214.24218750000000000
pop,TKM,2004,4.69687600000000000
rgdpo,TKM,2005,42969.31250000000000000
pop,TKM,2005,4.74783900000000000
rgdpo,ECU,1961,12696.10742187500000000
pop,ECU,1961,4.64821140619784000
rgdpo,ECU,1962,13330.65917968750000000
pop,ECU,1962,4.78676215238214000
rgdpo,HKG,2002,254449.79687500000000000
pop,HKG,2002,6.85475500000000000
rgdpo,HKG,2003,264818.68750000000000000
pop,HKG,2003,6.85036100000000000
rgdpo,HKG,2004,308239.65625000000000000
pop,HKG,2004,6.84170500000000000
rgdpo,HKG,2005,325887.71875000000000000
pop,HKG,2005,6.84246500000000000
rgdpo,HKG,2006,296490.87500000000000000
pop,HKG,2006,6.85581800000000000
rgdpo,HKG,2007,316117.25000000000000000
pop,HKG,2007,6.87856600000000000
rgdpo,HKG,2008,301581.03125000000000000
pop,HKG,2008,6.91038400000000000
rgdpo,HKG,2009,266909.40625000000000000
pop,HKG,2009,6.94927500000000000
rgdpo,HND,1960,3877.69653320313000000
pop,HND,1960,1.90260847414141000
rgdpo,HND,1961,4041.35791015625000000
pop,HND,1961,1.96797684639218000
rgdpo,HND,1962,4251.12500000000000000
pop,HND,1962,2.03765037979512000
rgdpo,HND,1963,4351.06835937500000000
pop,HND,1963,2.11151483562940000
rgdpo,HND,1964,4630.84472656250000000
pop,HND,1964,2.18966969339149000
rgdpo,HND,1965,5001.33007812500000000
pop,HND,1965,2.27064298193404000
rgdpo,HND,1966,5187.82666015625000000
pop,HND,1966,2.35300549699605000
rgdpo,HND,1967,5405.94140625000000000
pop,HND,1967,2.43786359933249000
rgdpo,HND,1968,5793.74365234375000000
pop,HND,1968,2.52601475191613000
rgdpo,HND,1969,5816.95263671875000000
pop,HND,1969,2.61785803487646000
rgdpo,HND,1970,5979.00439453125000000
pop,HND,1970,2.69130900000000000
rgdpo,HND,1971,6099.76562500000000000
pop,HND,1971,2.76644400000000000
rgdpo,HND,1972,6478.09375000000000000
pop,HND,1972,2.84526000000000000
rgdpo,HND,1973,6989.00097656250000000
pop,HND,1973,2.92819000000000000
rgdpo,HND,1974,6818.48193359375000000
pop,HND,1974,3.01560600000000000
rgdpo,HND,1975,7028.74804687500000000
pop,HND,1975,3.10773500000000000
rgdpo,HND,1976,8006.87500000000000000
pop,HND,1976,3.20488300000000000
rgdpo,HND,1977,8955.30371093750000000
pop,HND,1977,3.30698800000000000
rgdpo,HND,1978,9648.91699218750000000
pop,HND,1978,3.41342600000000000
rgdpo,HND,1979,9929.70898437500000000
pop,HND,1979,3.52328300000000000
rgdpo,HND,1980,10161.06542968750000000
pop,HND,1980,3.63586200000000000
rgdpo,HND,1981,10404.93652343750000000
pop,HND,1981,3.75084300000000000
rgdpo,HND,1982,10492.43750000000000000
pop,HND,1982,3.86829600000000000
rgdpo,HND,1983,10365.17578125000000000
pop,HND,1983,3.98837100000000000
rgdpo,HND,1984,10889.48632812500000000
pop,HND,1984,4.11136900000000000
rgdpo,HND,1985,10959.72558593750000000
pop,HND,1985,4.23743600000000000
rgdpo,HND,1986,11727.93652343750000000
pop,HND,1986,4.36640100000000000
rgdpo,HND,1987,12356.58105468750000000
pop,HND,1987,4.49787500000000000
rgdpo,HND,1988,13284.34082031250000000
pop,HND,1988,4.63149100000000000
rgdpo,HND,1989,13672.81542968750000000
pop,HND,1989,4.76680200000000000
rgdpo,HND,1990,14479.95312500000000000
pop,HND,1990,4.90336300000000000
rgdpo,HND,1991,15217.24511718750000000
pop,HND,1991,5.04105000000000000
rgdpo,HND,1992,15702.40332031250000000
pop,HND,1992,5.17955700000000000
rgdpo,HND,1993,17007.75195312500000000
pop,HND,1993,5.31804200000000000
rgdpo,HND,1994,17431.76562500000000000
pop,HND,1994,5.45548100000000000
rgdpo,HND,1995,19391.93164062500000000
pop,HND,1995,5.59113600000000000
rgdpo,HND,1996,18534.55273437500000000
pop,HND,1996,5.72458700000000000
rgdpo,HND,1997,19283.00390625000000000
pop,HND,1997,5.85594600000000000
rgdpo,HND,1998,19877.25390625000000000
pop,HND,1998,5.98567500000000000
rgdpo,HND,1999,19555.42382812500000000
pop,HND,1999,6.11453400000000000
rgdpo,HND,2000,21004.32421875000000000
pop,HND,2000,6.24308000000000000
rgdpo,HND,2001,21337.63867187500000000
pop,HND,2001,6.37130400000000000
rgdpo,HND,2002,22322.82421875000000000
pop,HND,2002,6.49900100000000000
rgdpo,HND,2003,23442.71484375000000000
pop,HND,2003,6.62630400000000000
rgdpo,HND,2004,24886.88671875000000000
pop,HND,2004,6.75335200000000000
rgdpo,HND,2005,27339.28515625000000000
pop,HND,2005,6.88018100000000000
rgdpo,HND,2006,28317.31640625000000000
pop,HND,2006,7.00702900000000000
rgdpo,HND,2007,30212.57617187500000000
pop,HND,2007,7.13373700000000000
rgdpo,HND,2008,29158.39257812500000000
pop,HND,2008,7.25947000000000000
rgdpo,HND,2009,29286.39257812500000000
pop,HND,2009,7.38309800000000000
rgdpo,SWE,1960,89665.86718750000000000
pop,SWE,1960,7.48620425314579000
rgdpo,SWE,1961,95418.19531250000000000
pop,SWE,1961,7.52583824308625000
rgdpo,SWE,1962,99211.48437500000000000
pop,SWE,1962,7.56746027938321000
rgdpo,SWE,1963,104383.52343750000000000
rgdpo,TKM,2006,46038.29687500000000000
pop,TKM,2006,4.80159400000000000
rgdpo,TKM,2007,49607.32031250000000000
pop,TKM,2007,4.85823500000000000
rgdpo,TKM,2008,52071.48437500000000000
pop,TKM,2008,4.91754100000000000
rgdpo,TKM,2009,79222.03906250000000000
pop,TKM,2009,4.97896000000000000
rgdpo,TZA,1973,28421.34179687500000000
pop,TZA,1973,14.98497300000000000
rgdpo,TZA,1974,29444.80859375000000000
pop,TZA,1974,15.47715500000000000
rgdpo,TZA,1975,31708.84375000000000000
pop,TZA,1975,15.98026500000000000
rgdpo,TZA,1976,34490.92578125000000000
pop,TZA,1976,16.49343500000000000
rgdpo,TZA,1977,33527.64062500000000000
pop,TZA,1977,17.01801300000000000
rgdpo,TZA,1978,34608.01171875000000000
pop,TZA,1978,17.55614800000000000
rgdpo,TZA,1979,35325.00390625000000000
pop,TZA,1979,18.11099000000000000
rgdpo,TZA,1980,34112.25781250000000000
pop,TZA,1980,18.68489300000000000
rgdpo,TZA,1981,29377.92968750000000000
pop,TZA,1981,19.27954300000000000
rgdpo,TZA,1982,30506.19531250000000000
pop,TZA,1982,19.89467700000000000
rgdpo,TZA,1983,32175.93359375000000000
pop,TZA,1983,20.52846500000000000
rgdpo,TZA,1984,35343.42578125000000000
pop,TZA,1984,21.17807900000000000
rgdpo,TZA,1985,40371.67578125000000000
pop,TZA,1985,21.84208700000000000
rgdpo,TZA,1986,27758.72265625000000000
pop,TZA,1986,22.51680900000000000
rgdpo,TZA,1987,21617.66796875000000000
pop,TZA,1987,23.20418600000000000
rgdpo,TZA,1988,29106.09765625000000000
pop,TZA,1988,23.91485200000000000
rgdpo,TZA,1989,27415.39062500000000000
pop,TZA,1989,24.66328400000000000
rgdpo,TZA,1990,28365.57421875000000000
pop,TZA,1990,24.77792100000000000
rgdpo,TZA,1991,28384.70703125000000000
pop,TZA,1991,25.60648200000000000
rgdpo,TZA,1992,26535.98242187500000000
pop,TZA,1992,26.48186500000000000
rgdpo,TZA,1993,25738.15625000000000000
pop,TZA,1993,27.37879900000000000
rgdpo,TZA,1994,24807.91406250000000000
pop,TZA,1994,28.26328800000000000
rgdpo,TZA,1995,26725.50000000000000000
pop,TZA,1995,29.11332900000000000
rgdpo,TZA,1996,27900.29882812500000000
pop,TZA,1996,29.91993700000000000
rgdpo,TZA,1997,30641.18750000000000000
pop,TZA,1997,30.89778100000000000
rgdpo,TZA,1998,32941.55859375000000000
pop,TZA,1998,31.45995300000000000
rgdpo,TZA,1999,35251.00781250000000000
pop,TZA,1999,32.24628100000000000
rgdpo,TZA,2000,37707.82031250000000000
pop,TZA,2000,33.07559000000000000
rgdpo,TZA,2001,40964.39843750000000000
pop,TZA,2001,33.95506200000000000
rgdpo,TZA,2002,44965.82031250000000000
pop,TZA,2002,34.87348000000000000
rgdpo,TZA,2003,48291.94140625000000000
pop,TZA,2003,35.85522800000000000
rgdpo,TZA,2004,51145.18750000000000000
pop,TZA,2004,36.89433400000000000
rgdpo,TZA,2005,57739.36718750000000000
pop,TZA,2005,37.99260000000000000
rgdpo,TZA,2006,63504.50000000000000000
pop,TZA,2006,39.11684700000000000
rgdpo,TZA,2007,71193.22656250000000000
pop,TZA,2007,40.37488400000000000
rgdpo,TZA,2008,76586.97656250000000000
pop,TZA,2008,41.65903300000000000
rgdpo,TZA,2009,79288.55468750000000000
pop,TZA,2009,42.99606200000000000
rgdpo,UGA,1960,5484.51220703125000000
pop,UGA,1960,7.04056149560179000
rgdpo,UGA,1961,5594.87207031250000000
pop,UGA,1961,7.24384293418516000
rgdpo,UGA,1962,5732.48876953125000000
pop,UGA,1962,7.45448613143784000
rgdpo,UGA,1963,5856.24951171875000000
pop,UGA,1963,7.67278742542231000
rgdpo,UGA,1964,6353.27050781250000000
pop,UGA,1964,7.89906072182413000
rgdpo,UGA,1965,6418.74169921875000000
pop,UGA,1965,8.13363564472839000
rgdpo,UGA,1966,6772.39453125000000000
pop,UGA,1966,8.37685013972584000
rgdpo,UGA,1967,6644.35595703125000000
pop,UGA,1967,8.62906388078314000
rgdpo,UGA,1968,7013.36669921875000000
pop,UGA,1968,8.89064856181952000
rgdpo,UGA,1969,7676.46875000000000000
pop,UGA,1969,9.16199529360077000
rgdpo,UGA,1970,9395.53417968750000000
pop,UGA,1970,9.44602400000000000
rgdpo,UGA,1971,9345.53417968750000000
pop,UGA,1971,9.72036500000000000
rgdpo,UGA,1972,10341.38085937500000000
pop,UGA,1972,9.98832100000000000
rgdpo,UGA,1973,10743.14160156250000000
pop,UGA,1973,10.25634200000000000
rgdpo,UGA,1974,10195.65136718750000000
pop,UGA,1974,10.53362700000000000
rgdpo,UGA,1975,10887.82910156250000000
pop,UGA,1975,10.82707100000000000
rgdpo,UGA,1976,11436.76953125000000000
pop,UGA,1976,11.13977200000000000
rgdpo,UGA,1977,11874.71777343750000000
pop,UGA,1977,11.47074100000000000
rgdpo,UGA,1978,11723.49023437500000000
pop,UGA,1978,11.81795100000000000
rgdpo,UGA,1979,9963.54589843750000000
pop,UGA,1979,12.17767700000000000
rgdpo,UGA,1980,9365.83593750000000000
pop,UGA,1980,12.54775400000000000
rgdpo,UGA,1981,9888.83105468750000000
pop,UGA,1981,12.92700700000000000
rgdpo,UGA,1982,11168.55957031250000000
rgdpo,BEL,2006,343268.65625000000000000
pop,BEL,2006,10.63203200000000000
rgdpo,BEL,2007,358075.09375000000000000
pop,BEL,2007,10.70483000000000000
rgdpo,BEL,2008,393710.15625000000000000
pop,BEL,2008,10.77915500000000000
rgdpo,BEL,2009,383202.40625000000000000
pop,BEL,2009,10.85438800000000000
rgdpo,BFA,1960,3755.73461914063000000
pop,BFA,1960,5.16012286368007000
rgdpo,BFA,1961,3551.49072265625000000
pop,BFA,1961,5.18652039846093000
rgdpo,BFA,1962,3802.64965820313000000
pop,BFA,1962,5.21721520634565000
rgdpo,BFA,1963,3689.97021484375000000
pop,BFA,1963,5.25227808260777000
rgdpo,BFA,1964,3824.07446289063000000
pop,BFA,1964,5.29179853270027000
rgdpo,BFA,1965,3818.32934570313000000
pop,BFA,1965,5.33587010752033000
rgdpo,BFA,1966,3842.00610351563000000
pop,BFA,1966,5.38460405678350000
rgdpo,BFA,1967,4193.11816406250000000
pop,BFA,1967,5.43811820405217000
rgdpo,BFA,1968,4345.73730468750000000
pop,BFA,1968,5.49654908306818000
rgdpo,BFA,1969,4464.77783203125000000
pop,BFA,1969,5.56004182414228000
rgdpo,BFA,1970,4354.34912109375000000
pop,BFA,1970,5.62459700000000000
rgdpo,BFA,1971,4316.18994140625000000
pop,BFA,1971,5.72337900000000000
rgdpo,BFA,1972,5118.10937500000000000
pop,BFA,1972,5.82517100000000000
rgdpo,BFA,1973,4893.69677734375000000
pop,BFA,1973,5.93048700000000000
rgdpo,BFA,1974,5376.62841796875000000
pop,BFA,1974,6.04004400000000000
rgdpo,BFA,1975,5318.87646484375000000
pop,BFA,1975,6.15454800000000000
rgdpo,BFA,1976,5320.11328125000000000
pop,BFA,1976,6.27403700000000000
rgdpo,BFA,1977,5828.39843750000000000
pop,BFA,1977,6.39893700000000000
rgdpo,BFA,1978,6401.86328125000000000
pop,BFA,1978,6.53082000000000000
rgdpo,BFA,1979,6749.81005859375000000
pop,BFA,1979,6.67165900000000000
rgdpo,BFA,1980,6712.18359375000000000
pop,BFA,1980,6.82284000000000000
rgdpo,BFA,1981,7117.68750000000000000
pop,BFA,1981,6.98515800000000000
rgdpo,BFA,1982,7170.91894531250000000
pop,BFA,1982,7.15825600000000000
rgdpo,BFA,1983,6687.02685546875000000
pop,BFA,1983,7.34090700000000000
rgdpo,BFA,1984,6485.70556640625000000
pop,BFA,1984,7.53124400000000000
rgdpo,BFA,1985,7173.98486328125000000
pop,BFA,1985,7.72791200000000000
rgdpo,BFA,1986,7726.84570312500000000
pop,BFA,1986,7.93069000000000000
rgdpo,BFA,1987,7584.48925781250000000
pop,BFA,1987,8.14007600000000000
rgdpo,BFA,1988,8040.68017578125000000
pop,BFA,1988,8.35630600000000000
rgdpo,BFA,1989,8135.23242187500000000
pop,BFA,1989,8.57982500000000000
rgdpo,BFA,1990,8089.78173828125000000
pop,BFA,1990,8.81103300000000000
rgdpo,BFA,1991,8677.31445312500000000
pop,BFA,1991,9.05009000000000000
rgdpo,BFA,1992,8669.08300781250000000
pop,BFA,1992,9.29711600000000000
rgdpo,BFA,1993,8955.80371093750000000
pop,BFA,1993,9.55247300000000000
rgdpo,BFA,1994,8539.58593750000000000
pop,BFA,1994,9.81658600000000000
rgdpo,BFA,1995,9360.85156250000000000
pop,BFA,1995,10.08987600000000000
rgdpo,BFA,1996,10416.29003906250000000
pop,BFA,1996,10.37280900000000000
rgdpo,BFA,1997,11428.36523437500000000
pop,BFA,1997,10.66578100000000000
rgdpo,BFA,1998,12267.78125000000000000
pop,BFA,1998,10.96909300000000000
rgdpo,BFA,1999,13036.73339843750000000
pop,BFA,1999,11.28301600000000000
rgdpo,BFA,2000,13604.35351562500000000
pop,BFA,2000,11.60794400000000000
rgdpo,BFA,2001,14051.98632812500000000
pop,BFA,2001,11.94374000000000000
rgdpo,BFA,2002,14681.34277343750000000
pop,BFA,2002,12.29098400000000000
rgdpo,BFA,2003,15383.13769531250000000
pop,BFA,2003,12.65159600000000000
rgdpo,BFA,2004,16198.02343750000000000
pop,BFA,2004,13.02803900000000000
rgdpo,BFA,2005,17644.47460937500000000
pop,BFA,2005,13.42192900000000000
rgdpo,BFA,2006,18525.25976562500000000
pop,BFA,2006,13.83419500000000000
rgdpo,BFA,2007,18503.89062500000000000
pop,BFA,2007,14.26400200000000000
rgdpo,BFA,2008,19080.71093750000000000
pop,BFA,2008,14.70901100000000000
rgdpo,BFA,2009,19151.53906250000000000
pop,BFA,2009,15.16585600000000000
rgdpo,DJI,1970,1377.17602539063000000
pop,DJI,1970,0.15966700000000000
rgdpo,DJI,1971,1460.15820312500000000
pop,DJI,1971,0.16937000000000000
rgdpo,DJI,1972,1519.64526367188000000
pop,DJI,1972,0.17921200000000000
rgdpo,DJI,1973,1583.03967285156000000
pop,DJI,1973,0.19053600000000000
rgdpo,DJI,1974,1523.08227539063000000
pop,DJI,1974,0.20515700000000000
rgdpo,DJI,1975,1731.71557617188000000
pop,DJI,1975,0.22418200000000000
rgdpo,DJI,1976,1810.84057617188000000
pop,DJI,1976,0.24861900000000000
rgdpo,DJI,1977,1609.73217773438000000
pop,DJI,1977,0.27762200000000000
rgdpo,DJI,1978,1651.83703613281000000
pop,DJI,1978,0.30821300000000000
rgdpo,DJI,1979,1620.52551269531000000
rgdpo,ARM,1990,20811.62304687500000000
pop,ARM,1990,3.54469500000000000
rgdpo,ARM,1991,18860.16210937500000000
pop,ARM,1991,3.51191200000000000
rgdpo,ARM,1992,10830.05957031250000000
pop,ARM,1992,3.44949700000000000
rgdpo,ARM,1993,10410.39648437500000000
pop,ARM,1993,3.36967300000000000
rgdpo,ARM,1994,8454.73535156250000000
pop,ARM,1994,3.28994300000000000
rgdpo,ARM,1995,8784.61621093750000000
pop,ARM,1995,3.22317300000000000
rgdpo,ARM,1996,9676.35156250000000000
pop,ARM,1996,3.17342500000000000
rgdpo,ARM,1997,10038.48925781250000000
pop,ARM,1997,3.13765200000000000
rgdpo,ARM,1998,9035.81054687500000000
pop,ARM,1998,3.11295800000000000
rgdpo,ARM,1999,9966.29882812500000000
pop,ARM,1999,3.09382000000000000
rgdpo,ARM,2000,10165.32617187500000000
pop,ARM,2000,3.07609800000000000
rgdpo,ARM,2001,10715.81347656250000000
pop,ARM,2001,3.06003600000000000
rgdpo,ARM,2002,11570.73828125000000000
pop,ARM,2002,3.04724900000000000
rgdpo,ARM,2003,13183.27734375000000000
pop,ARM,2003,3.03642000000000000
rgdpo,ARM,2004,14022.98242187500000000
pop,ARM,2004,3.02598200000000000
rgdpo,ARM,2005,15564.15039062500000000
pop,ARM,2005,3.01491700000000000
rgdpo,ARM,2006,17764.31445312500000000
pop,ARM,2006,3.00216100000000000
rgdpo,ARM,2007,20138.56445312500000000
pop,ARM,2007,2.98811700000000000
rgdpo,ARM,2008,22000.10937500000000000
pop,ARM,2008,2.97502900000000000
rgdpo,ARM,2009,20453.52929687500000000
pop,ARM,2009,2.96610800000000000
rgdpo,DJI,2006,2155.87231445313000000
pop,DJI,2006,0.78894100000000000
rgdpo,DJI,2007,2157.96728515625000000
pop,DJI,2007,0.79930900000000000
rgdpo,DJI,2008,2371.02001953125000000
pop,DJI,2008,0.80963900000000000
rgdpo,DJI,2009,2144.94409179688000000
pop,DJI,2009,0.82009700000000000
rgdpo,DNK,1960,55298.61328125000000000
pop,DNK,1960,4.58226464617201000
rgdpo,DNK,1961,58850.50781250000000000
pop,DNK,1961,4.61108977929314000
rgdpo,DNK,1962,61886.58593750000000000
pop,DNK,1962,4.64818221281452000
rgdpo,DNK,1963,62628.55859375000000000
pop,DNK,1963,4.68487208465945000
rgdpo,DNK,1964,68170.93750000000000000
pop,DNK,1964,4.72147419424317000
rgdpo,DNK,1965,71269.03906250000000000
pop,DNK,1965,4.75941372437280000
rgdpo,DNK,1966,73211.17968750000000000
pop,DNK,1966,4.79882470328422000
rgdpo,DNK,1967,77222.92187500000000000
pop,DNK,1967,4.84013592593848000
rgdpo,DNK,1968,81675.35937500000000000
pop,DNK,1968,4.86864387480033000
rgdpo,DNK,1969,87222.14062500000000000
pop,DNK,1969,4.89203728710233000
rgdpo,DNK,1970,88582.28125000000000000
pop,DNK,1970,4.93011800000000000
rgdpo,DNK,1971,90858.50781250000000000
pop,DNK,1971,4.96047600000000000
rgdpo,DNK,1972,94624.58593750000000000
pop,DNK,1972,4.98914600000000000
rgdpo,DNK,1973,98851.15625000000000000
pop,DNK,1973,5.01576600000000000
rgdpo,DNK,1974,97179.57031250000000000
pop,DNK,1974,5.03992000000000000
rgdpo,DNK,1975,95539.70312500000000000
pop,DNK,1975,5.06128900000000000
rgdpo,DNK,1976,101868.78906250000000000
pop,DNK,1976,5.07996200000000000
rgdpo,DNK,1977,104063.77343750000000000
pop,DNK,1977,5.09595600000000000
rgdpo,DNK,1978,106752.12500000000000000
pop,DNK,1978,5.10883600000000000
rgdpo,DNK,1979,110976.36718750000000000
pop,DNK,1979,5.11806500000000000
rgdpo,DNK,1980,109436.25781250000000000
pop,DNK,1980,5.12343500000000000
rgdpo,DNK,1981,105202.71093750000000000
pop,DNK,1981,5.12480700000000000
rgdpo,DNK,1982,106817.92968750000000000
pop,DNK,1982,5.12281000000000000
rgdpo,DNK,1983,107688.33593750000000000
pop,DNK,1983,5.11896600000000000
rgdpo,DNK,1984,109885.62500000000000000
pop,DNK,1984,5.11530800000000000
rgdpo,DNK,1985,111590.78906250000000000
pop,DNK,1985,5.11340800000000000
rgdpo,DNK,1986,121172.61718750000000000
pop,DNK,1986,5.11376700000000000
rgdpo,DNK,1987,124956.65625000000000000
pop,DNK,1987,5.11635100000000000
rgdpo,DNK,1988,125574.64843750000000000
pop,DNK,1988,5.12151100000000000
rgdpo,DNK,1989,126865.63281250000000000
pop,DNK,1989,5.12947200000000000
rgdpo,DNK,1990,131056.14062500000000000
pop,DNK,1990,5.14033200000000000
rgdpo,DNK,1991,132006.35937500000000000
pop,DNK,1991,5.15430900000000000
rgdpo,DNK,1992,137915.29687500000000000
pop,DNK,1992,5.17130400000000000
rgdpo,DNK,1993,137288.75000000000000000
pop,DNK,1993,5.19063100000000000
rgdpo,DNK,1994,144507.90625000000000000
pop,DNK,1994,5.21132100000000000
rgdpo,DNK,1995,150848.81250000000000000
pop,DNK,1995,5.23258200000000000
rgdpo,DNK,1996,156407.43750000000000000
pop,DNK,1996,5.25438300000000000
rgdpo,DNK,1997,164091.18750000000000000
pop,DNK,1997,5.27668300000000000
rgdpo,DNK,1998,169237.75000000000000000
pop,DNK,1998,5.29868000000000000
rgdpo,DNK,1999,175906.04687500000000000
rgdpo,MMR,2007,107125.89062500000000000
pop,MMR,2007,50.69881400000000000
rgdpo,MMR,2008,125764.50781250000000000
pop,MMR,2008,51.03000600000000000
rgdpo,MMR,2009,137864.20312500000000000
pop,MMR,2009,51.36972500000000000
rgdpo,NAM,1989,6913.53466796875000000
pop,NAM,1989,1.36092100000000000
rgdpo,NAM,1990,7095.72851562500000000
pop,NAM,1990,1.41544700000000000
rgdpo,NAM,1991,7004.46191406250000000
pop,NAM,1991,1.46615200000000000
rgdpo,NAM,1992,7474.67382812500000000
pop,NAM,1992,1.51368900000000000
rgdpo,NAM,1993,6896.00976562500000000
pop,NAM,1993,1.55948000000000000
rgdpo,NAM,1994,7213.16210937500000000
pop,NAM,1994,1.60582800000000000
rgdpo,NAM,1995,8035.26806640625000000
pop,NAM,1995,1.65421400000000000
rgdpo,NAM,1996,8489.05078125000000000
pop,NAM,1996,1.70534900000000000
rgdpo,NAM,1997,8772.61035156250000000
pop,NAM,1997,1.75809700000000000
rgdpo,NAM,1998,9152.93847656250000000
pop,NAM,1998,1.80992000000000000
rgdpo,NAM,1999,9380.04199218750000000
pop,NAM,1999,1.85732000000000000
rgdpo,NAM,2000,9809.84667968750000000
pop,NAM,2000,1.89795300000000000
rgdpo,NAM,2001,10147.59863281250000000
pop,NAM,2001,1.93100500000000000
rgdpo,NAM,2002,10497.18359375000000000
pop,NAM,2002,1.95774900000000000
rgdpo,NAM,2003,10597.92871093750000000
pop,NAM,2003,1.98053100000000000
rgdpo,NAM,2004,11524.94531250000000000
pop,NAM,2004,2.00274500000000000
rgdpo,NAM,2005,12635.63281250000000000
pop,NAM,2005,2.02702600000000000
rgdpo,NAM,2006,13775.45898437500000000
pop,NAM,2006,2.05391500000000000
rgdpo,NAM,2007,14412.39355468750000000
pop,NAM,2007,2.08317400000000000
rgdpo,NAM,2008,16039.36523437500000000
pop,NAM,2008,2.11570300000000000
rgdpo,NAM,2009,15617.20507812500000000
pop,NAM,2009,2.15235700000000000
rgdpo,SYR,1960,10655.45019531250000000
pop,SYR,1960,4.62001273061580000
rgdpo,SYR,1961,11260.09472656250000000
pop,SYR,1961,4.77147569776872000
rgdpo,SYR,1962,14753.97558593750000000
pop,SYR,1962,4.92790499849361000
rgdpo,SYR,1963,12871.54980468750000000
pop,SYR,1963,5.08946248335610000
rgdpo,SYR,1964,16011.18945312500000000
pop,SYR,1964,5.25631680745009000
rgdpo,SYR,1965,15978.45019531250000000
pop,SYR,1965,5.42864100020908000
rgdpo,SYR,1966,14340.58300781250000000
pop,SYR,1966,5.60661489559488000
rgdpo,SYR,1967,16120.33398437500000000
pop,SYR,1967,5.79042318794662000
rgdpo,SYR,1968,16853.66601562500000000
pop,SYR,1968,5.98025786216947000
rgdpo,SYR,1969,20049.70898437500000000
pop,SYR,1969,6.17631624958367000
rgdpo,SYR,1970,20102.54882812500000000
pop,SYR,1970,6.37880200000000000
rgdpo,SYR,1971,22058.95703125000000000
pop,SYR,1971,6.59936600000000000
rgdpo,SYR,1972,27548.55468750000000000
pop,SYR,1972,6.82876500000000000
rgdpo,SYR,1973,25206.65234375000000000
pop,SYR,1973,7.06647400000000000
rgdpo,SYR,1974,31700.72070312500000000
pop,SYR,1974,7.31168500000000000
rgdpo,SYR,1975,37868.84375000000000000
pop,SYR,1975,7.56400000000000000
rgdpo,SYR,1976,33126.70703125000000000
pop,SYR,1976,7.82261000000000000
rgdpo,SYR,1977,24655.06445312500000000
pop,SYR,1977,8.08814800000000000
rgdpo,SYR,1978,23134.31640625000000000
pop,SYR,1978,8.36334600000000000
rgdpo,SYR,1979,20781.49218750000000000
pop,SYR,1979,8.65190400000000000
rgdpo,SYR,1980,20546.04687500000000000
pop,SYR,1980,8.95615600000000000
rgdpo,SYR,1981,20077.31250000000000000
pop,SYR,1981,9.27726300000000000
rgdpo,SYR,1982,20337.28906250000000000
pop,SYR,1982,9.61351700000000000
rgdpo,SYR,1983,18749.69140625000000000
pop,SYR,1983,9.96083300000000000
rgdpo,SYR,1984,16633.00390625000000000
pop,SYR,1984,10.31348500000000000
rgdpo,SYR,1985,18623.61328125000000000
pop,SYR,1985,10.66724500000000000
rgdpo,SYR,1986,17113.53125000000000000
pop,SYR,1986,11.02071800000000000
rgdpo,SYR,1987,16193.91308593750000000
pop,SYR,1987,11.37477200000000000
rgdpo,SYR,1988,16915.58789062500000000
pop,SYR,1988,11.73021700000000000
rgdpo,SYR,1989,16207.65332031250000000
pop,SYR,1989,12.08871400000000000
rgdpo,SYR,1990,16182.35253906250000000
pop,SYR,1990,12.45153900000000000
rgdpo,SYR,1991,14276.27050781250000000
pop,SYR,1991,12.81757800000000000
rgdpo,SYR,1992,14674.77539062500000000
pop,SYR,1992,13.18618700000000000
rgdpo,SYR,1993,14162.88476562500000000
pop,SYR,1993,13.55964200000000000
rgdpo,SYR,1994,13047.39550781250000000
pop,SYR,1994,13.94102500000000000
rgdpo,SYR,1995,14357.22070312500000000
pop,SYR,1995,14.33196200000000000
rgdpo,SYR,1996,14744.79687500000000000
pop,SYR,1996,14.73620900000000000
rgdpo,SYR,1997,17880.68554687500000000
pop,SYR,1997,15.15196200000000000
rgdpo,SYR,1998,18156.22460937500000000
pop,SYR,1998,15.56879700000000000
rgdpo,SYR,1999,20522.28515625000000000
rgdpo,COD,1960,38892.07421875000000000
pop,COD,1960,15.25985026741130000
rgdpo,COD,1961,32815.92578125000000000
pop,COD,1961,15.58483636742770000
rgdpo,COD,1962,40065.30859375000000000
pop,COD,1962,16.06457842069310000
rgdpo,COD,1963,39248.51953125000000000
pop,COD,1963,16.56134191160270000
rgdpo,COD,1964,35776.72265625000000000
pop,COD,1964,16.93385626719470000
rgdpo,COD,1965,40624.10156250000000000
pop,COD,1965,17.32233019186880000
rgdpo,COD,1966,43252.05468750000000000
pop,COD,1966,17.77053509929100000
rgdpo,COD,1967,39627.94921875000000000
